1740579086980518,0,0.27,0.262662,0.0702709,0.0789034
1740579087000925,0,0.27,0.264375,0.0856861,0.0815193
1740579087020898,0,0.27,0.266185,0.0904784,0.0811402
1740579087040276,0,0.27,0.26784,0.0827283,0.0801121
1740579087060620,0,0.27,0.269157,0.0658482,0.0794416
1740579087080713,0,0.27,0.270056,0.0449657,0.0785323
1740579087100318,0,0.28,0.270653,0.0298396,0.0759222
1740579087120888,0,0.28,0.271329,0.0338227,0.0705338
1740579087140396,0,0.28,0.272452,0.0561357,0.0628589
1740579087160391,0,0.29,0.274142,0.0845209,0.0552711
1740579087180324,0,0.29,0.276455,0.11564,0.0511294
1740579087200641,0,0.29,0.279355,0.144999,0.0533773
1740579087220394,0,0.29,0.282533,0.158879,0.0634075
1740579087240393,0,0.29,0.28554,0.150381,0.080306
1740579087260381,0,0.29,0.288018,0.123884,0.10066
1740579087280639,0,0.3,0.289882,0.0932038,0.11938
1740579087300610,0,0.3,0.291425,0.0771761,0.131556
1740579087320402,0,0.3,0.293023,0.0798672,0.134561
1740579087340391,0,0.31,0.294868,0.092265,0.12914
1740579087360710,0,0.31,0.297118,0.112502,0.118841
1740579087380621,0,0.31,0.29984,0.136089,0.108397
1740579087400469,0,0.31,0.302807,0.148372,0.102004
1740579087420601,0,0.32,0.305731,0.146171,0.101858
1740579087440566,0,0.32,0.308585,0.142708,0.107552
1740579087460595,0,0.32,0.311453,0.143392,0.116819
1740579087480504,0,0.32,0.314229,0.138798,0.126941
1740579087500750,0,0.33,0.316776,0.127353,0.135602
1740579087520276,0,0.33,0.319206,0.121489,0.141122
1740579087540777,0,0.33,0.321699,0.124647,0.142766
1740579087560367,0,0.33,0.324201,0.125131,0.141014
1740579087580607,0,0.34,0.326589,0.119413,0.137113
1740579087600482,0,0.35,0.329063,0.123669,0.132344
1740579087620836,0,0.35,0.332079,0.150831,0.128033
1740579087640956,0,0.35,0.335816,0.186847,0.126155
1740579087660384,0,0.36,0.340038,0.211069,0.129124
1740579087680375,0,0.36,0.344486,0.222404,0.138462
1740579087700283,0,0.37,0.34905,0.228192,0.153712
1740579087720300,0,0.37,0.353693,0.232148,0.172639
1740579087740405,0,0.37,0.358307,0.230712,0.192275
1740579087760260,0,0.38,0.362689,0.219107,0.209769
1740579087780281,0,0.38,0.366778,0.204462,0.222749
1740579087800481,0,0.38,0.370606,0.191382,0.229599
1740579087820394,0,0.38,0.374046,0.171988,0.229707
1740579087840493,0,0.39,0.376981,0.146753,0.22331
1740579087860292,0,0.39,0.379575,0.129704,0.211145
1740579087880358,0,0.4,0.382177,0.130129,0.194578
1740579087900452,0,0.41,0.38521,0.151615,0.176125
1740579087920981,0,0.41,0.389069,0.192977,0.159637
1740579087940893,0,0.42,0.393866,0.239827,0.14971
1740579087960504,0,0.42,0.399397,0.276537,0.150287
1740579087980274,0,0.43,0.405342,0.297263,0.163028
1740579088000327,0,0.44,0.411496,0.307718,0.186469
1740579088020570,0,0.44,0.417837,0.317045,0.216635
1740579088040884,0,0.45,0.424297,0.323015,0.248646
1740579088060498,0,0.45,0.430701,0.320171,0.278163
1740579088080467,0,0.46,0.436885,0.30921,0.30198
1740579088100412,0,0.46,0.442755,0.293519,0.318054
1740579088120294,0,0.46,0.448192,0.27182,0.325412
1740579088140806,0,0.46,0.45293,0.236896,0.323904
1740579088160890,0,0.46,0.456681,0.187548,0.313659
1740579088180362,0,0.46,0.459308,0.131349,0.294606
1740579088200523,0,0.46,0.460858,0.0775158,0.26658
1740579088220587,0,0.47,0.461622,0.0381976,0.23002
1740579088240440,0,0.47,0.462165,0.0271708,0.186895
1740579088260455,0,0.47,0.463015,0.0424862,0.141314
1740579088280524,0,0.48,0.464411,0.0698209,0.0991663
1740579088300801,0,0.47,0.46638,0.0984371,0.0665473
1740579088320823,0,0.46,0.46851,0.106496,0.0476321
1740579088340443,0,0.45,0.469823,0.0656649,0.0426654
1740579088360507,0,0.45,0.469372,-0.0225514,0.0466749
1740579088380361,0,0.44,0.46683,-0.127135,0.050128
1740579088400385,0,0.41,0.46215,-0.234002,0.0420546
1740579088420581,0,0.41,0.455066,-0.354177,0.0137498
1740579088440721,0,0.41,0.445706,-0.467993,-0.0391947
1740579088461034,0,0.4,0.435101,-0.530277,-0.116118
1740579088480363,0,0.43,0.424831,-0.513497,-0.210315
1740579088500508,0,0.43,0.416823,-0.400373,-0.308307
1740579088520396,0,0.47,0.413024,-0.189967,-0.39071
1740579088540741,0,0.49,0.415013,0.0994772,-0.435107
1740579088560467,0,0.46,0.423128,0.405742,-0.420742
1740579088580489,0,0.52,0.435848,0.635983,-0.33484
1740579088600373,0,0.5,0.451229,0.769065,-0.178869
1740579088620632,0,0.51,0.467598,0.818457,0.0292775
1740579088640366,0,0.52,0.48315,0.777604,0.259245
1740579088660604,0,0.52,0.496599,0.672419,0.475829
1740579088680431,0,0.52,0.507372,0.538638,0.647029
1740579088700532,0,0.55,0.515531,0.407991,0.750826
1740579088720536,0,0.54,0.521973,0.322104,0.779414
1740579088740853,0,0.54,0.527583,0.28047,0.740039
1740579088760661,0,0.54,0.532453,0.243515,0.65172
1740579088780716,0,0.56,0.536528,0.203723,0.538389
1740579088800326,0,0.55,0.540183,0.182772,0.42187
1740579088820286,0,0.56,0.543781,0.179908,0.318172
1740579088840313,0,0.56,0.547379,0.179905,0.236856
1740579088860316,0,0.57,0.55101,0.181559,0.181531
1740579088880436,0,0.59,0.554993,0.199112,0.151023
1740579088900518,0,0.59,0.559936,0.247163,0.141605
1740579088920535,0,0.61,0.566309,0.318649,0.149613
1740579088940367,0,0.61,0.574181,0.39362,0.172843
1740579088960694,0,0.61,0.583133,0.447601,0.209909
1740579088980373,0,0.61,0.592189,0.452781,0.258184
1740579089000449,0,0.63,0.600432,0.412169,0.311842
1740579089020291,0,0.64,0.607798,0.368291,0.361937
1740579089040601,0,0.64,0.614822,0.351176,0.399433
1740579089060648,0,0.65,0.62183,0.350425,0.419208
1740579089080575,0,0.65,0.628783,0.347617,0.421675
1740579089100294,0,0.66,0.63552,0.336891,0.411179
1740579089120389,0,0.67,0.642006,0.324282,0.39318
1740579089140800,0,0.68,0.64848,0.323695,0.372449
1740579089160368,0,0.68,0.655218,0.336897,0.352777
1740579089180325,0,0.67,0.662003,0.339264,0.337128
1740579089200449,0,0.67,0.667988,0.299239,0.326797
1740579089220509,0,0.68,0.672396,0.220382,0.319805
1740579089240409,0,0.7,0.67543,0.1517,0.310776
1740579089260598,0,0.69,0.678111,0.134063,0.293969
1740579089280403,0,0.7,0.681197,0.154307,0.267594
1740579089300374,0,0.7,0.684802,0.180271,0.235441
1740579089320428,0,0.7,0.688735,0.196624,0.204499
1740579089340864,0,0.7,0.692616,0.194046,0.180953
1740579089360468,0,0.71,0.696108,0.174621,0.167401
1740579089380401,0,0.71,0.699219,0.15552,0.162424
1740579089400602,0,0.72,0.702209,0.149515,0.162278
1740579089420443,0,0.72,0.705371,0.158095,0.163407
1740579089440582,0,0.72,0.70881,0.171971,0.164105
1740579089460406,0,0.73,0.712412,0.180104,0.164526
1740579089480303,0,0.73,0.716103,0.184512,0.165571
1740579089500311,0,0.73,0.719834,0.186592,0.167854
1740579089520538,0,0.74,0.723479,0.182244,0.171307
