1740579086973980,0,-0.15029,0.258202,-0.569417,-0.700468,0.701154,0.110954,-0.0735955,-0.146624,0.25984,-0.564337,-0.700688,0.70174,0.107627,-0.070689,-0.0526786,-0.0235349,-0.0730097,0.00315905,-0.00841618,0.047826,-0.0417739,0.833997,0.767894,0.717939,0.943655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769423,0.0152465,-0.0188747,0.638278,0.00325968,-0.051511,0.0980074,0.27,0.262662,0.0702709,0.0789034,-0.671293,0.998553,-0.0182488,-0.0220708,0.0455086,0,0,0,0,0,0.0228817,-0.0142977,0.118742,-0.0424296,0.0384978,0,0,0,0,0.806854,0,0,0.590751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740579086973980,0,-0.15029,0.258202,-0.569417,-0.700468,0.701154,0.110954,-0.0735955,-0.146624,0.25984,-0.564337,-0.700688,0.70174,0.107627,-0.070689,-0.0526786,-0.0235349,-0.0730097,0.00315905,-0.00841618,0.047826,-0.0417739,0.833997,0.767894,0.717939,0.943655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769423,0.0152465,-0.0188747,0.638278,0.00325968,-0.051511,0.0980074,0.27,0.262662,0.0702709,0.0789034,-0.671293,0.998553,-0.0182488,-0.0220708,0.0455086,0,0,0,0,0,0.0228817,-0.0142977,0.118742,-0.0424296,0.0384978,0,0,0,0,0.806854,0,0,0.590751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740579086983824,0,-0.151296,0.258507,-0.570602,-0.699698,0.70205,0.111234,-0.0719392,-0.147211,0.259672,-0.565125,-0.700564,0.701779,0.10808,-0.0708461,-0.0587001,-0.0167489,-0.0787258,0.0124454,0.0039041,0.0453353,-0.015711,0.842257,0.761422,0.718494,0.941162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76922,0.0153945,-0.0190704,0.638514,-0.0250807,-0.0907118,0.104938,0.27,0.262662,0.0702709,0.0789034,-0.671749,0.998583,-0.0176114,-0.0211577,0.0455409,0,0,0,0,0,0.0206271,-0.0216036,0.123397,-0.0406625,0.0371392,0,0,0,0,0.806854,0,0,0.590751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740579086983824,0,-0.151296,0.258507,-0.570602,-0.699698,0.70205,0.111234,-0.0719392,-0.147211,0.259672,-0.565125,-0.700564,0.701779,0.10808,-0.0708461,-0.0587001,-0.0167489,-0.0787258,0.0124454,0.0039041,0.0453353,-0.015711,0.842257,0.761422,0.718494,0.941162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76922,0.0153945,-0.0190704,0.638514,-0.0250807,-0.0907118,0.104938,0.27,0.262662,0.0702709,0.0789034,-0.671749,0.998583,-0.0176114,-0.0211577,0.0455409,0,0,0,0,0,0.0206271,-0.0216036,0.123397,-0.0406625,0.0371392,0,0,0,0,0.806854,0,0,0.590751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740579086993624,0,-0.151853,0.258508,-0.571083,-0.69838,0.70338,0.11131,-0.0716375,-0.147795,0.259526,-0.565873,-0.70029,0.70198,0.108486,-0.0709456,-0.0583351,-0.014627,-0.0748694,0.027436,0.0201166,0.0405841,-0.00994503,0.840785,0.762554,0.717578,0.943102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768858,0.0154041,-0.0193255,0.638942,-0.0268637,-0.080502,0.111331,0.27,0.262662,0.0702709,0.0789034,-0.67201,0.998555,-0.0184646,-0.0218178,0.0455095,0,0,0,0,0,0.0213943,-0.019327,0.123555,-0.0419041,0.0389057,0,0,0,0,0.806854,0,0,0.590751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740579086993624,0,-0.151853,0.258508,-0.571083,-0.69838,0.70338,0.11131,-0.0716375,-0.147795,0.259526,-0.565873,-0.70029,0.70198,0.108486,-0.0709456,-0.0583351,-0.014627,-0.0748694,0.027436,0.0201166,0.0405841,-0.00994503,0.840785,0.762554,0.717578,0.943102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768858,0.0154041,-0.0193255,0.638942,-0.0268637,-0.080502,0.111331,0.27,0.262662,0.0702709,0.0789034,-0.67201,0.998555,-0.0184646,-0.0218178,0.0455095,0,0,0,0,0,0.0213943,-0.019327,0.123555,-0.0419041,0.0389057,0,0,0,0,0.806854,0,0,0.590751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740579087003141,0,-0.152191,0.258541,-0.572078,-0.698862,0.702736,0.111059,-0.0736151,-0.148347,0.259402,-0.566653,-0.70011,0.702075,0.108809,-0.071281,-0.0552461,-0.0123769,-0.0779748,0.017941,0.00950694,0.03234,-0.033547,0.842731,0.76042,0.719569,0.943483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768372,0.0158655,-0.0196073,0.639506,-0.0193712,-0.0880438,0.117132,0.27,0.264375,0.0856861,0.0815193,-0.673053,0.99855,-0.0186833,-0.0218499,0.0455042,0,0,0,0,0,0.0222204,-0.0215492,0.124587,-0.0419484,0.0393458,0,0,0,0,0.806854,0,0,0.590751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740579087003141,0,-0.152191,0.258541,-0.572078,-0.698862,0.702736,0.111059,-0.0736151,-0.148347,0.259402,-0.566653,-0.70011,0.702075,0.108809,-0.071281,-0.0552461,-0.0123769,-0.0779748,0.017941,0.00950694,0.03234,-0.033547,0.842731,0.76042,0.719569,0.943483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768372,0.0158655,-0.0196073,0.639506,-0.0193712,-0.0880438,0.117132,0.27,0.264375,0.0856861,0.0815193,-0.673053,0.99855,-0.0186833,-0.0218499,0.0455042,0,0,0,0,0,0.0222204,-0.0215492,0.124587,-0.0419484,0.0393458,0,0,0,0,0.806854,0,0,0.590751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740579087013578,0,-0.152807,0.258511,-0.572854,-0.697694,0.70364,0.112048,-0.0745575,-0.148908,0.25929,-0.567432,-0.699807,0.702272,0.109216,-0.0716928,-0.0560418,-0.0112057,-0.0779152,0.0303566,0.0196695,0.0406921,-0.0411734,0.845728,0.756965,0.719047,0.944636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76803,0.0160536,-0.0198052,0.639906,-0.0205606,-0.0881526,0.12638,0.27,0.264375,0.0856861,0.0815193,-0.673484,0.998553,-0.0189098,-0.0215199,0.0455067,0,0,0,0,0,0.0224196,-0.0233973,0.127867,-0.0412682,0.0397678,0,0,0,0,0.806854,0,0,0.590751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740579087013578,0,-0.152807,0.258511,-0.572854,-0.697694,0.70364,0.112048,-0.0745575,-0.148908,0.25929,-0.567432,-0.699807,0.702272,0.109216,-0.0716928,-0.0560418,-0.0112057,-0.0779152,0.0303566,0.0196695,0.0406921,-0.0411734,0.845728,0.756965,0.719047,0.944636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76803,0.0160536,-0.0198052,0.639906,-0.0205606,-0.0881526,0.12638,0.27,0.264375,0.0856861,0.0815193,-0.673484,0.998553,-0.0189098,-0.0215199,0.0455067,0,0,0,0,0,0.0224196,-0.0233973,0.127867,-0.0412682,0.0397678,0,0,0,0,0.806854,0,0,0.590751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
