1740579086968409,0,-0.670832,0.998553,-0.0182488,-0.0220708,0.0455086,0,0,0,0,0,0.020029,-0.0173172,0.11815,-0.0424296,0.0384978
1740579086973939,0,-0.671293,0.998553,-0.0182488,-0.0220708,0.0455086,0,0,0,0,0,0.0228817,-0.0142977,0.118742,-0.0424296,0.0384978
1740579086978301,0,-0.671749,0.998583,-0.0176114,-0.0211577,0.0455409,0,0,0,0,0,0.0206271,-0.0216036,0.123397,-0.0406625,0.0371392
1740579086984128,0,-0.671624,0.998555,-0.0184646,-0.0218178,0.0455095,0,0,0,0,0,0.0223381,-0.0179272,0.124448,-0.0419041,0.0389057
1740579086988716,0,-0.67201,0.998555,-0.0184646,-0.0218178,0.0455095,0,0,0,0,0,0.0213943,-0.019327,0.123555,-0.0419041,0.0389057
1740579086994015,0,-0.672639,0.99855,-0.0186833,-0.0218499,0.0455042,0,0,0,0,0,0.0222194,-0.0189543,0.124488,-0.0419484,0.0393458
1740579086998916,0,-0.673053,0.99855,-0.0186833,-0.0218499,0.0455042,0,0,0,0,0,0.0222204,-0.0215492,0.124587,-0.0419484,0.0393458
1740579087003535,0,-0.673048,0.998553,-0.0189098,-0.0215199,0.0455067,0,0,0,0,0,0.0233479,-0.0225622,0.126184,-0.0412682,0.0397678
1740579087008672,0,-0.673484,0.998553,-0.0189098,-0.0215199,0.0455067,0,0,0,0,0,0.0224196,-0.0233973,0.127867,-0.0412682,0.0397678
1740579087014074,0,-0.673808,0.998547,-0.019123,-0.0216399,0.0454997,0,0,0,0,0,0.0237728,-0.023318,0.129353,-0.0414886,0.040205
1740579087018729,0,-0.674205,0.998547,-0.019123,-0.0216399,0.0454997,0,0,0,0,0,0.0244461,-0.0237873,0.131208,-0.0414886,0.040205
1740579087024771,0,-0.674613,0.998541,-0.0194796,-0.0216053,0.0454931,0,0,0,0,0,0.0253949,-0.024456,0.129149,-0.041387,0.0409146
1740579087028745,0,-0.674954,0.998541,-0.0194796,-0.0216053,0.0454931,0,0,0,0,0,0.0262065,-0.0245488,0.128576,-0.041387,0.0409146
1740579087034744,0,-0.674727,0.998542,-0.0189504,-0.021998,0.0454954,0,0,0,0,0,0.0246323,-0.0253232,0.130337,-0.0422201,0.0398933
1740579087038311,0,-0.675034,0.998542,-0.0189504,-0.021998,0.0454954,0,0,0,0,0,0.02537,-0.0220063,0.130978,-0.0422201,0.0398933
