1739972561074152,0,-0.545096,0.412673,-0.44157,0.687985,-0.690318,0.144487,-0.171061,-0.545449,0.413693,-0.441903,0.684296,-0.694144,0.142165,-0.172025,0.00507236,-0.0146568,0.00478923,0.0530243,0.0549912,0.0333697,0.013867
1739972561074152,0,-0.545096,0.412673,-0.44157,0.687985,-0.690318,0.144487,-0.171061,-0.545449,0.413693,-0.441903,0.684296,-0.694144,0.142165,-0.172025,0.00507236,-0.0146568,0.00478923,0.0530243,0.0549912,0.0333697,0.013867
1739972561083749,0,-0.545271,0.413931,-0.442168,0.681691,-0.697735,0.139151,-0.170587,-0.545426,0.413723,-0.441936,0.683968,-0.694595,0.141786,-0.171845,0.00223517,0.00299215,-0.0033319,-0.0327289,-0.0451267,-0.0378773,0.0180781
1739972561083749,0,-0.545271,0.413931,-0.442168,0.681691,-0.697735,0.139151,-0.170587,-0.545426,0.413723,-0.441936,0.683968,-0.694595,0.141786,-0.171845,0.00223517,0.00299215,-0.0033319,-0.0327289,-0.0451267,-0.0378773,0.0180781
1739972561103239,0,-0.545161,0.41287,-0.441328,0.688949,-0.68997,0.144737,-0.168347,-0.545393,0.413616,-0.44186,0.684594,-0.694014,0.142157,-0.171405,0.0033319,-0.0107229,0.00763535,0.0625908,0.0581145,0.0370815,0.0439554
1739972561103239,0,-0.545161,0.41287,-0.441328,0.688949,-0.68997,0.144737,-0.168347,-0.545393,0.413616,-0.44186,0.684594,-0.694014,0.142157,-0.171405,0.0033319,-0.0107229,0.00763535,0.0625908,0.0581145,0.0370815,0.0439554
1739972561112875,0,-0.545244,0.412638,-0.441338,0.689495,-0.689536,0.145317,-0.167392,-0.545374,0.413493,-0.441794,0.68521,-0.693451,0.142554,-0.170901,0.00187159,-0.0122905,0.00655651,0.0615895,0.0562787,0.0397131,0.050427
1739972561112875,0,-0.545244,0.412638,-0.441338,0.689495,-0.689536,0.145317,-0.167392,-0.545374,0.413493,-0.441794,0.68521,-0.693451,0.142554,-0.170901,0.00187159,-0.0122905,0.00655651,0.0615895,0.0562787,0.0397131,0.050427
1739972561122804,0,-0.544828,0.412568,-0.44085,0.6906,-0.688805,0.145135,-0.165997,-0.545306,0.413377,-0.441676,0.685888,-0.692867,0.142878,-0.170285,0.00686049,-0.0116229,0.0118643,0.0677347,0.0583887,0.0324339,0.0616267
1739972561122804,0,-0.544828,0.412568,-0.44085,0.6906,-0.688805,0.145135,-0.165997,-0.545306,0.413377,-0.441676,0.685888,-0.692867,0.142878,-0.170285,0.00686049,-0.0116229,0.0118643,0.0677347,0.0583887,0.0324339,0.0616267
