1739972561071392,0,0.570901,0.669897,0.565463,0.626992,0,0,0,0,0,0,0,0
1739972561076447,0,0.56893,0.671225,0.55843,0.635917,0,0,0,0,0,0,0,0
1739972561081627,0,0.571322,0.669557,0.553812,0.640739,0,0,0,0,0,0,0,0
1739972561086722,0,0.573122,0.664942,0.546174,0.652138,0,0,0,0,0,0,0,0
1739972561091317,0,0.572072,0.665002,0.544102,0.656007,0,0,0,0,0,0,0,0
1739972561096574,0,0.571789,0.667505,0.550156,0.648545,0,0,0,0,0,0,0,0
1739972561101258,0,0.566998,0.66963,0.5524,0.649867,0,0,0,0,0,0,0,0
1739972561106343,0,0.565999,0.675398,0.563271,0.634509,0,0,0,0,0,0,0,0
1739972561111402,0,0.562198,0.677426,0.565722,0.634587,0,0,0,0,0,0,0,0
1739972561116427,0,0.562744,0.680016,0.56862,0.628978,0,0,0,0,0,0,0,0
1739972561121293,0,0.563758,0.67757,0.567489,0.6326,0,0,0,0,0,0,0,0
1739972561126457,0,0.56834,0.674165,0.562481,0.637517,0,0,0,0,0,0,0,0
1739972561131326,0,0.572837,0.670083,0.561043,0.639415,0,0,0,0,0,0,0,0
1739972561136635,0,0.580506,0.663834,0.549105,0.650777,0,0,0,0,0,0,0,0
1739972561141376,0,0.582869,0.663412,0.549973,0.648666,0,0,0,0,0,0,0,0
1739972561146462,0,0.572641,0.668338,0.544121,0.660854,0,0,0,0,0,0,0,0
1739972561151340,0,0.57208,0.671421,0.551087,0.652223,0,0,0,0,0,0,0,0
1739972561156670,0,0.565897,0.67557,0.551652,0.654525,0,0,0,0,0,0,0,0
1739972561161269,0,0.563228,0.679765,0.558926,0.646354,0,0,0,0,0,0,0,0
1739972561166531,0,0.556104,0.688021,0.567733,0.636545,0,0,0,0,0,0,0,0
1739972561171269,0,0.553902,0.69145,0.568116,0.635507,0,0,0,0,0,0,0,0
1739972561176295,0,0.55815,0.686177,0.562971,0.643061,0,0,0,0,0,0,0,0
1739972561181502,0,0.560339,0.684833,0.554469,0.651742,0,0,0,0,0,0,0,0
1739972561186835,0,0.579357,0.666362,0.572771,0.633222,0,0,0,0,0,0,0,0
1739972561191346,0,0.569337,0.678113,0.552707,0.652997,0,0,0,0,0,0,0,0
1739972561196425,0,0.574092,0.674878,0.555842,0.649114,0,0,0,0,0,0,0,0
1739972561201506,0,0.573715,0.674122,0.55052,0.656428,0,0,0,0,0,0,0,0
1739972561206257,0,0.572348,0.67686,0.557566,0.648751,0,0,0,0,0,0,0,0
1739972561211308,0,0.5713,0.6742,0.560855,0.650091,0,0,0,0,0,0,0,0
1739972561216380,0,0.569217,0.678032,0.568332,0.641343,0,0,0,0,0,0,0,0
1739972561221383,0,0.558863,0.691212,0.569947,0.637075,0,0,0,0,0,0,0,0
1739972561226354,0,0.559628,0.689831,0.570436,0.638108,0,0,0,0,0,0,0,0
1739972561231295,0,0.558606,0.691842,0.562896,0.645668,0,0,0,0,0,0,0,0
1739972561236459,0,0.561558,0.687411,0.556952,0.654255,0,0,0,0,0,0,0,0
1739972561241368,0,0.571537,0.680449,0.561141,0.647936,0,0,0,0,0,0,0,0
1739972561246408,0,0.573702,0.677158,0.554575,0.656577,0,0,0,0,0,0,0,0
1739972561251508,0,0.578793,0.67415,0.553758,0.656049,0,0,0,0,0,0,0,0
1739972561256504,0,0.578337,0.673879,0.55527,0.656106,0,0,0,0,0,0,0,0
1739972561261397,0,0.573784,0.68236,0.552537,0.655555,0,0,0,0,0,0,0,0
1739972561266298,0,0.57116,0.684993,0.562724,0.646015,0,0,0,0,0,0,0,0
1739972561271287,0,0.560433,0.692992,0.567882,0.64402,0,0,0,0,0,0,0,0
1739972561276441,0,0.559378,0.695342,0.576439,0.634345,0,0,0,0,0,0,0,0
1739972561281311,0,0.548756,0.703813,0.574168,0.639164,0,0,0,0,0,0,0,0
1739972561286670,0,0.552588,0.702106,0.576511,0.635489,0,0,0,0,0,0,0,0
1739972561291269,0,0.554032,0.699077,0.565765,0.649442,0,0,0,0,0,0,0,0
1739972561297274,0,0.56109,0.694292,0.565981,0.648052,0,0,0,0,0,0,0,0
1739972561301237,0,0.56255,0.691295,0.557525,0.659153,0,0,0,0,0,0,0,0
1739972561306435,0,0.565001,0.690793,0.558111,0.657436,0,0,0,0,0,0,0,0
1739972561311327,0,0.577053,0.679825,0.553398,0.662082,0,0,0,0,0,0,0,0
1739972561316599,0,0.57395,0.683568,0.555954,0.659668,0,0,0,0,0,0,0,0
1739972561321335,0,0.571982,0.686527,0.5642,0.651096,0,0,0,0,0,0,0,0
1739972561326350,0,0.565587,0.691955,0.567001,0.64986,0,0,0,0,0,0,0,0
1739972561331436,0,0.566991,0.691992,0.580837,0.634619,0,0,0,0,0,0,0,0
1739972561336329,0,0.563581,0.694426,0.57703,0.640444,0,0,0,0,0,0,0,0
1739972561341301,0,0.565524,0.696449,0.572782,0.641544,0,0,0,0,0,0,0,0
1739972561346361,0,0.567619,0.693541,0.565702,0.650709,0,0,0,0,0,0,0,0
1739972561351492,0,0.57741,0.680906,0.559836,0.660692,0,0,0,0,0,0,0,0
1739972561356517,0,0.580174,0.676788,0.555018,0.667651,0,0,0,0,0,0,0,0
1739972561361301,0,0.581775,0.676152,0.555197,0.667288,0,0,0,0,0,0,0,0
1739972561366554,0,0.580786,0.677575,0.556302,0.666573,0,0,0,0,0,0,0,0
1739972561371351,0,0.580578,0.679602,0.566634,0.655172,0,0,0,0,0,0,0,0
1739972561376627,0,0.576179,0.687039,0.573978,0.645167,0,0,0,0,0,0,0,0
