1739972561073809,0,0.13,0.13,0,-1.22815e-06
1739972561093816,0,0.13,0.13,0,-1.53038e-06
1739972561113858,0,0.13,0.13,0,-1.41634e-06
1739972561133821,0,0.13,0.13,0,-1.06786e-06
1739972561153830,0,0.13,0.13,0,-6.43938e-07
1739972561173820,0,0.13,0.13,0,-2.57495e-07
1739972561193930,0,0.13,0.13,0,2.94967e-08
1739972561213813,0,0.13,0.13,0,1.98741e-07
1739972561233809,0,0.13,0.13,0,2.62393e-07
1739972561253867,0,0.13,0.13,0,2.48864e-07
1739972561273806,0,0.13,0.13,0,1.90881e-07
1739972561293803,0,0.13,0.13,0,1.173e-07
1739972561313853,0,0.14,0.130102,0.00509098,5.18882e-05
1739972561333819,0,0.14,0.130611,0.0254758,0.0005188
1739972561353814,0,0.14,0.13179,0.058955,0.00249859
1739972561373848,0,0.14,0.133554,0.0882022,0.00780383
1739972561393800,0,0.14,0.135567,0.100645,0.017989
1739972561413813,0,0.14,0.137475,0.0953689,0.0329979
1739972561433846,0,0.14,0.139022,0.077372,0.0505873
1739972561454045,0,0.14,0.140091,0.0534475,0.0669712
1739972561473832,0,0.14,0.140684,0.0296399,0.0782018
1739972561493850,0,0.14,0.140885,0.0100449,0.0815202
1739972561513845,0,0.14,0.140816,-0.00342727,0.0761392
1739972561533829,0,0.14,0.140603,-0.0106782,0.0632918
1739972561553847,0,0.14,0.140347,-0.0128031,0.0456811
1739972561573803,0,0.14,0.140118,-0.0114441,0.0266271
1739972561593829,0,0.14,0.139952,-0.00826716,0.00921745
1739972561613851,0,0.14,0.13986,-0.00463799,-0.00431346
1739972561633808,0,0.14,0.13983,-0.00147074,-0.0128736
1739972561653795,0,0.14,0.139846,0.00077337,-0.0164824
1739972561673850,0,0.14,0.139886,0.00199899,-0.0160073
1739972561693809,0,0.14,0.139933,0.00235587,-0.0127884
1739972561713849,0,0.14,0.139975,0.00210628,-0.00826285
1739972561733876,0,0.14,0.140006,0.00153631,-0.00367065
1739972561753850,0,0.14,0.140023,0.000881404,0.000119008
1739972561773847,0,0.14,0.140029,0.000306219,0.00265905
1739972561793939,0,0.14,0.140027,-0.000107288,0.00387879
1739972561813869,0,0.14,0.140021,-0.000337511,0.00397919
1739972561833918,0,0.14,0.140012,-0.000411272,0.00330805
1739972561853933,0,0.14,0.140005,-0.000374764,0.00224611
1739972561873848,0,0.14,0.139999,-0.000277907,0.0011232
1739972561893846,0,0.14,0.139996,-0.000162423,0.000171476
1739972561913855,0,0.14,0.139995,-5.96046e-05,-0.000486963
1739972561933788,0,0.14,0.139995,1.49012e-05,-0.000827003
1739972561953816,0,0.14,0.139996,5.73695e-05,-0.000892881
1739972561973795,0,0.14,0.139998,7.30157e-05,-0.000766271
1739972561993841,0,0.14,0.139999,6.63102e-05,-0.000537802
1739972562013826,0,0.14,0.14,5.06639e-05,-0.000286495
1739972562033812,0,0.14,0.140001,2.98023e-05,-6.84629e-05
1739972562053844,0,0.14,0.140001,1.19209e-05,8.6068e-05
1739972562073795,0,0.14,0.140001,-2.23517e-06,0.000169647
1739972562094263,0,0.14,0.140001,-9.68575e-06,0.000191125
1739972562113843,0,0.14,0.14,-1.2666e-05,0.000168254
1739972562133773,0,0.14,0.14,-1.19209e-05,0.00012113
1739972562153820,0,0.14,0.14,-8.9407e-06,6.74544e-05
1739972562173851,0,0.14,0.14,-5.96046e-06,1.99302e-05
1739972562193808,0,0.14,0.14,-2.23517e-06,-1.44491e-05
1739972562213815,0,0.14,0.14,7.45058e-07,-3.37223e-05
1739972562233850,0,0.14,0.14,1.49012e-06,-3.95443e-05
1739972562253813,0,0.14,0.14,2.23517e-06,-3.56002e-05
1739972562273799,0,0.14,0.14,2.23517e-06,-2.61693e-05
1739972562293852,0,0.14,0.14,1.49012e-06,-1.50626e-05
1739972562313865,0,0.14,0.14,7.45058e-07,-5.04987e-06
1739972562333813,0,0.14,0.14,7.45058e-07,2.30815e-06
1739972562353833,0,0.14,0.14,0,6.5436e-06
1739972562373800,0,0.14,0.14,-7.45058e-07,7.96778e-06
1739972562393812,0,0.14,0.14,0,7.31678e-06
1739972562413847,0,0.14,0.14,-7.45058e-07,5.46863e-06
1739972562433804,0,0.14,0.14,0,3.22262e-06
1739972562453802,0,0.14,0.14,0,1.1685e-06
1739972562473845,0,0.14,0.14,0,-3.50933e-07
1739972562494247,0,0.14,0.14,0,-1.22815e-06
1739972562513809,0,0.14,0.14,0,-1.53038e-06
1739972562533846,0,0.14,0.14,0,-1.41634e-06
1739972562553784,0,0.14,0.14,0,-1.06786e-06
1739972562573823,0,0.14,0.14,0,-6.43938e-07
1739972562593839,0,0.14,0.14,0,-2.57495e-07
1739972562613814,0,0.15,0.140102,0.00509098,5.18688e-05
1739972562633806,0,0.15,0.140611,0.0254758,0.000519001
1739972562653847,0,0.15,0.14179,0.058955,0.00249888
1739972562673811,0,0.15,0.143554,0.0882022,0.00780413
1739972562693810,0,0.15,0.145567,0.100645,0.0179892
1739972562713869,0,0.15,0.147475,0.0953689,0.0329981
1739972562733808,0,0.15,0.149022,0.077372,0.0505874
1739972562753816,0,0.15,0.150091,0.0534475,0.0669712
1739972562773849,0,0.15,0.150684,0.0296399,0.0782018
1739972562793811,0,0.15,0.150885,0.0100449,0.0815202
1739972562813809,0,0.15,0.150816,-0.00342727,0.0761392
1739972562833794,0,0.15,0.150603,-0.0106782,0.0632918
1739972562853868,0,0.15,0.150347,-0.0128031,0.0456811
1739972562873798,0,0.15,0.150118,-0.0114441,0.0266271
1739972562893810,0,0.15,0.149952,-0.00826716,0.00921745
1739972562913843,0,0.15,0.14986,-0.00463799,-0.00431346
1739972562933798,0,0.15,0.14983,-0.00147074,-0.0128736
1739972562953802,0,0.15,0.149846,0.00077337,-0.0164823
1739972562973842,0,0.15,0.149886,0.00199899,-0.0160073
1739972562993794,0,0.15,0.149933,0.00235587,-0.0127884
1739972563013797,0,0.15,0.149975,0.00210628,-0.00826285
