1739972561074197,0,0.935237,0.183068,-0.283688,-0.500614,0.497274,0.500045,-0.502055,0.935251,0.183168,-0.283758,-0.500821,0.497423,0.500397,-0.501347,-0.000190735,-0.00143796,0.000998378,0.00297427,-0.00214577,-0.00506043,-0.0101805
1739972561074197,0,0.935237,0.183068,-0.283688,-0.500614,0.497274,0.500045,-0.502055,0.935251,0.183168,-0.283758,-0.500821,0.497423,0.500397,-0.501347,-0.000190735,-0.00143796,0.000998378,0.00297427,-0.00214577,-0.00506043,-0.0101805
1739972561083785,0,0.935214,0.183285,-0.283502,-0.498053,0.501385,0.500093,-0.500462,0.935246,0.183183,-0.283726,-0.500473,0.497921,0.500359,-0.501236,-0.000458956,0.00147521,0.00321269,0.0347793,0.0497907,-0.0038147,0.0111222
1739972561083785,0,0.935214,0.183285,-0.283502,-0.498053,0.501385,0.500093,-0.500462,0.935246,0.183183,-0.283726,-0.500473,0.497921,0.500359,-0.501236,-0.000458956,0.00147521,0.00321269,0.0347793,0.0497907,-0.0038147,0.0111222
1739972561103272,0,0.935202,0.183109,-0.283775,-0.501294,0.496858,0.500261,-0.501573,0.935241,0.183173,-0.283732,-0.500577,0.497787,0.500346,-0.501278,-0.000548363,-0.000922382,-0.000616908,-0.0103116,-0.0133544,-0.00122786,-0.00423789
1739972561103272,0,0.935202,0.183109,-0.283775,-0.501294,0.496858,0.500261,-0.501573,0.935241,0.183173,-0.283732,-0.500577,0.497787,0.500346,-0.501278,-0.000548363,-0.000922382,-0.000616908,-0.0103116,-0.0133544,-0.00122786,-0.00423789
1739972561112904,0,0.93521,0.18313,-0.283738,-0.501434,0.496781,0.500273,-0.501497,0.935237,0.183168,-0.283733,-0.500684,0.497661,0.500337,-0.501306,-0.00038743,-0.000540912,-7.45058e-05,-0.0107765,-0.0126421,-0.000923872,-0.00274777
1739972561112904,0,0.93521,0.18313,-0.283738,-0.501434,0.496781,0.500273,-0.501497,0.935237,0.183168,-0.283733,-0.500684,0.497661,0.500337,-0.501306,-0.00038743,-0.000540912,-7.45058e-05,-0.0107765,-0.0126421,-0.000923872,-0.00274777
1739972561122834,0,0.935269,0.183113,-0.283652,-0.500739,0.4972,0.500206,-0.501844,0.935241,0.183161,-0.283722,-0.500691,0.497603,0.500321,-0.501373,0.000399351,-0.000694394,0.00101924,-0.000685453,-0.00579059,-0.00165105,-0.00675917
1739972561122834,0,0.935269,0.183113,-0.283652,-0.500739,0.4972,0.500206,-0.501844,0.935241,0.183161,-0.283722,-0.500691,0.497603,0.500321,-0.501373,0.000399351,-0.000694394,0.00101924,-0.000685453,-0.00579059,-0.00165105,-0.00675917
1739972561132551,0,0.935281,0.18312,-0.28363,-0.500765,0.497169,0.500444,-0.50161,0.935246,0.183156,-0.283711,-0.5007,0.497549,0.500336,-0.501403,0.000500679,-0.00050962,0.00116527,-0.000923872,-0.00544786,0.00154972,-0.00298023
1739972561132551,0,0.935281,0.18312,-0.28363,-0.500765,0.497169,0.500444,-0.50161,0.935246,0.183156,-0.283711,-0.5007,0.497549,0.500336,-0.501403,0.000500679,-0.00050962,0.00116527,-0.000923872,-0.00544786,0.00154972,-0.00298023
1739972561142483,0,0.935187,0.183039,-0.283205,-0.49771,0.500923,0.499204,-0.502151,0.935238,0.183141,-0.283647,-0.500325,0.497973,0.500194,-0.501497,-0.000739098,-0.00146329,0.00635684,0.0375748,0.0423998,-0.0142217,-0.00939965
1739972561142483,0,0.935187,0.183039,-0.283205,-0.49771,0.500923,0.499204,-0.502151,0.935238,0.183141,-0.283647,-0.500325,0.497973,0.500194,-0.501497,-0.000739098,-0.00146329,0.00635684,0.0375748,0.0423998,-0.0142217,-0.00939965
1739972561152133,0,0.935203,0.183025,-0.283213,-0.497529,0.501084,0.49899,-0.502383,0.935234,0.183127,-0.283593,-0.499973,0.498364,0.500043,-0.501609,-0.000441074,-0.00145435,0.00545382,0.0351369,0.0391036,-0.0151277,-0.0111282
1739972561152133,0,0.935203,0.183025,-0.283213,-0.497529,0.501084,0.49899,-0.502383,0.935234,0.183127,-0.283593,-0.499973,0.498364,0.500043,-0.501609,-0.000441074,-0.00145435,0.00545382,0.0351369,0.0391036,-0.0151277,-0.0111282
1739972561162036,0,0.935251,0.183111,-0.283826,-0.501346,0.496827,0.500392,-0.501421,0.935236,0.183125,-0.283622,-0.500146,0.49817,0.500087,-0.501585,0.000208616,-0.000192225,-0.00293255,-0.0172555,-0.0193059,0.0043869,0.00236034
