1739900644032261,0,-0.330384,0.999979,0.000142863,-7.04096e-05,-0.00642306,0,0,0,-0.015345,0.0163034,-0.0633917,-0.000138981,-0.000286625
1739900644036804,0,-0.330614,0.999979,0.000142863,-7.04096e-05,-0.00642306,0,0,0,-0.0148812,0.0155065,-0.0618124,-0.000138981,-0.000286625
1739900644042354,0,-0.330844,0.999979,0.000142863,-7.04096e-05,-0.00642306,0,0,0,-0.015093,0.0162169,-0.0604165,-0.000138981,-0.000286625
1739900644046799,0,-0.331074,0.999979,0.000154845,0.000375281,-0.00642312,0,0,0,-0.0157873,0.0110597,-0.0643437,0.000752535,-0.000304863
1739900644052305,0,-0.331304,0.999979,0.000154845,0.000375281,-0.00642312,0,0,0,-0.015199,0.0135835,-0.063907,0.000752535,-0.000304863
1739900644056842,0,-0.331534,0.999979,7.83683e-05,0.000121436,-0.00642308,0,0,0,-0.0161141,0.00943571,-0.0679085,0.000243874,-0.000155173
1739900644062496,0,-0.331764,0.999979,7.83683e-05,0.000121436,-0.00642308,0,0,0,-0.0154759,0.0136395,-0.0673739,0.000243874,-0.000155173
1739900644066962,0,-0.331995,0.999979,0.000450984,0.000129914,-0.00642313,0,0,0,-0.0163302,0.01019,-0.067599,0.000265615,-0.000900281
1739900644072163,0,-0.332225,0.999979,0.000450984,0.000129914,-0.00642313,0,0,0,-0.0158795,0.0127201,-0.0659497,0.000265615,-0.000900281
1739900644077000,0,-0.332456,0.999979,0.000284549,0.000845811,-0.0064233,0,0,0,-0.0155097,0.0112256,-0.0641481,0.00169524,-0.000558221
1739900644081731,0,-0.332687,0.999979,0.000284549,0.000845811,-0.0064233,0,0,0,-0.0158613,0.010558,-0.0644725,0.00169524,-0.000558221
1739900644086744,0,-0.332917,0.999979,-7.69299e-06,0.000735245,-0.00642306,0,0,0,-0.0147698,0.0127707,-0.0600944,0.00147036,2.48307e-05
1739900644092145,0,-0.333148,0.999979,-7.69299e-06,0.000735245,-0.00642306,0,0,0,-0.0153489,0.0103182,-0.0617693,0.00147036,2.48307e-05
1739900644096848,0,-0.333379,0.999979,-0.000100022,0.00090234,-0.00642297,0,0,0,-0.0147741,0.0114697,-0.0625727,0.00180336,0.000211632
1739900644102379,0,-0.33361,0.999979,-0.000100022,0.00090234,-0.00642297,0,0,0,-0.0148858,0.0086485,-0.066647,0.00180336,0.000211632
1739900644106791,0,-0.333841,0.999979,-1.04836e-05,0.000915757,-0.00642305,0,0,0,-0.0145026,0.0101057,-0.0662586,0.00183134,3.27307e-05
1739900644112156,0,-0.334072,0.999979,-1.04836e-05,0.000915757,-0.00642305,0,0,0,-0.0144883,0.00831908,-0.0679352,0.00183134,3.27307e-05
1739900644117331,0,-0.334303,0.999979,-4.37135e-05,0.000878148,-0.00642302,0,0,0,-0.0145072,0.00895031,-0.0664028,0.0017557,9.87061e-05
1739900644121920,0,-0.334535,0.999979,-4.37135e-05,0.000878148,-0.00642302,0,0,0,-0.0147787,0.00902399,-0.0645278,0.0017557,9.87061e-05
1739900644126824,0,-0.334766,0.999979,0.000510207,0.000883366,-0.00642351,0,0,0,-0.0159555,0.00767944,-0.0651688,0.00177325,-0.00100905
1739900644132454,0,-0.334997,0.999979,0.000510207,0.000883366,-0.00642351,0,0,0,-0.0157965,0.0106886,-0.0621704,0.00177325,-0.00100905
1739900644136970,0,-0.335229,0.999979,0.000510207,0.000883366,-0.00642351,0,0,0,-0.0165849,0.00934949,-0.0632739,0.00177325,-0.00100905
1739900644141733,0,-0.335461,0.999979,0.000510207,0.000883366,-0.00642351,0,0,0,-0.015759,0.0130676,-0.0610174,0.00177325,-0.00100905
1739900644146772,0,-0.335692,0.999979,-0.000421882,0.00112131,-0.00642258,0,0,0,-0.0155088,0.0104182,-0.0645915,0.00223715,0.000858152
1739900644152140,0,-0.335924,0.999979,-0.000421882,0.00112131,-0.00642258,0,0,0,-0.0140481,0.0127889,-0.0644922,0.00223715,0.000858152
1739900644156918,0,-0.336156,0.999979,-0.00034693,0.00102048,-0.0064227,0,0,0,-0.0147896,0.0105385,-0.0684681,0.00203646,0.000706955
1739900644161744,0,-0.336388,0.999979,-0.00034693,0.00102048,-0.0064227,0,0,0,-0.0147459,0.0130284,-0.0686204,0.00203646,0.000706955
1739900644166898,0,-0.33662,0.999979,7.19721e-05,0.000466493,-0.0064231,0,0,0,-0.0161519,0.0137434,-0.0665687,0.000933891,-0.000137949
1739900644172133,0,-0.336852,0.999979,7.19721e-05,0.000466493,-0.0064231,0,0,0,-0.0160297,0.0129292,-0.0652746,0.000933891,-0.000137949
1739900644177003,0,-0.337084,0.999979,-1.26039e-05,0.000767896,-0.00642305,0,0,0,-0.0151122,0.0143114,-0.0623177,0.0015356,3.50717e-05
