1739900444692177,0,0,0,0,0,1,0,0,0,0,0,0
1739900444792175,0,0,0,0,0,1,0,0,0,0,0,0
1739900444892179,0,0,0,0,0,1,0,0,0,0,0,0
1739900444992175,0,0,0,0,0,1,0,0,0,0,0,0
1739900445092177,0,0,0,0,0,1,0,0,0,0,0,0
1739900445192176,0,0,0,0,0,1,0,0,0,0,0,0
1739900445292169,0,0,0,0,0,1,0,0,0,0,0,0
1739900445392171,0,0,0,0,0,1,0,0,0,0,0,0
1739900445492178,0,0,0,0,0,1,0,0,0,0,0,0
1739900445592170,0,0,0,0,0,1,0,0,0,0,0,0
1739900445692172,0,0,0,0,0,1,0,0,0,0,0,0
1739900445792176,0,0,0,0,0,1,0,0,0,0,0,0
1739900445892198,0,0,0,0,0,1,0,0,0,0,0,0
1739900445992173,0,0,0,0,0,1,0,0,0,0,0,0
1739900446092170,0,0,0,0,0,1,0,0,0,0,0,0
1739900446192177,0,0,0,0,0,1,0,0,0,0,0,0
1739900446292172,0,0,0,0,0,1,0,0,0,0,0,0
1739900446392175,0,0,0,0,0,1,0,0,0,0,0,0
1739900446492172,0,0,0,0,0,1,0,0,0,0,0,0
1739900446592174,0,0,0,0,0,1,0,0,0,0,0,0
1739900446692172,0,0,0,0,0,1,0,0,0,0,0,0
1739900446792175,0,0,0,0,0,1,0,0,0,0,0,0
1739900446892171,0,0,0,0,0,1,0,0,0,0,0,0
1739900446992170,0,0,0,0,0,1,0,0,0,0,0,0
1739900447092171,0,0,0,0,0,1,0,0,0,0,0,0
1739900447192174,0,0,0,0,0,1,0,0,0,0,0,0
1739900447292177,0,0,0,0,0,1,0,0,0,0,0,0
1739900447392177,0,0,0,0,0,1,0,0,0,0,0,0
1739900447492175,0,0,0,0,0,1,0,0,0,0,0,0
1739900447592174,0,0,0,0,0,1,0,0,0,0,0,0
1739900447692177,0,0,0,0,0,1,0,0,0,0,0,0
1739900447792179,0,0,0,0,0,1,0,0,0,0,0,0
1739900447892175,0,0,0,0,0,1,0,0,0,0,0,0
1739900447992176,0,0,0,0,0,1,0,0,0,0,0,0
1739900448092178,0,0,0,0,0,1,0,0,0,0,0,0
1739900448192206,0,0,0,0,0,1,0,0,0,0,0,0
1739900448292169,0,0,0,0,0,1,0,0,0,0,0,0
1739900448392176,0,0,0,0,0,1,0,0,0,0,0,0
1739900448492177,0,0,0,0,0,1,0,0,0,0,0,0
1739900448592174,0,0,0,0,0,1,0,0,0,0,0,0
1739900448692194,0,0,0,0,0,1,0,0,0,0,0,0
1739900448792176,0,0,0,0,0,1,0,0,0,0,0,0
1739900448892204,0,0,0,0,0,1,0,0,0,0,0,0
1739900448992175,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900449092169,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900449192172,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900449312176,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900449392174,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900449492176,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900449592176,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900449692171,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900449792175,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900449892178,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900449992189,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900450092174,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900450192176,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900450292190,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900450392175,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900450492173,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900450592178,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900450692176,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900450792191,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900450892175,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900450992179,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900451092170,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900451192177,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900451312176,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900451392178,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900451492176,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900451592177,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900451692190,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900451792172,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900451892175,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900451992177,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900452092178,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900452192177,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900452292186,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900452392175,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900452492177,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900452592175,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900452692178,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900452792176,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900452892177,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900452992176,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
1739900453092177,0,0,0,0,0,0.999982,0,0,-0.00603658,0,0,0
