1739900444645084,0,0,1,0,0,0,0,0,0,-0.0110824,0.0459248,-0.0645372,0,0
1739900444650267,0,0,1,0,0,0,0,0,0,-0.0110744,0.0458843,-0.0644443,0,0
1739900444655346,0,0,1,0,0,0,0,0,0,-0.0110657,0.0459071,-0.0645359,0,0
1739900444660650,0,0,1,0,0,0,0,0,0,-0.0110588,0.0459157,-0.0646846,0,0
1739900444664989,0,0,1,0,0,0,0,0,0,-0.0110728,0.0459582,-0.0647725,0,0
1739900444670249,0,0,1,0,0,0,0,0,0,-0.0111157,0.0459572,-0.0648137,0,0
1739900444675364,0,0,1,0,0,0,0,0,0,-0.0111689,0.0459165,-0.0647806,0,0
1739900444680277,0,0,1,0,0,0,0,0,0,-0.0111742,0.0459507,-0.06481,0,0
1739900444685023,0,0,1,0,0,0,0,0,0,-0.0111705,0.0459664,-0.064789,0,0
1739900444690437,0,0,1,0,0,0,0,0,0,-0.0111952,0.0459704,-0.064756,0,0
1739900444695330,0,0,1,0,0,0,0,0,0,-0.0111688,0.0460034,-0.0646901,0,0
1739900444700561,0,0,1,0,0,0,0,0,0,-0.0111656,0.0459967,-0.0645418,0,0
1739900444705057,0,0,1,0,0,0,0,0,0,-0.0111574,0.0459691,-0.0645024,0,0
1739900444710234,0,0,1,0,0,0,0,0,0,-0.0111422,0.0459034,-0.0645016,0,0
1739900444715348,0,0,1,0,0,0,0,0,0,-0.0111113,0.0458039,-0.0644876,0,0
1739900444720512,0,0,1,0,0,0,0,0,0,-0.0110833,0.0457914,-0.0645367,0,0
1739900444725003,0,0,1,0,0,0,0,0,0,-0.0110694,0.0458205,-0.0646005,0,0
1739900444730772,0,0,1,0,0,0,0,0,0,-0.011073,0.0458688,-0.0646468,0,0
1739900444735366,0,0,1,0,0,0,0,0,0,-0.0110717,0.0458819,-0.0646597,0,0
1739900444740594,0,0,1,0,0,0,0,0,0,-0.011062,0.0458715,-0.0647148,0,0
1739900444745019,0,0,1,0,0,0,0,0,0,-0.0110555,0.0458702,-0.0648482,0,0
1739900444750272,0,0,1,0,0,0,0,0,0,-0.0110628,0.0458662,-0.0649358,0,0
1739900444755338,0,0,1,0,0,0,0,0,0,-0.0111142,0.045827,-0.0649876,0,0
1739900444760544,0,0,1,0,0,0,0,0,0,-0.0111241,0.0457941,-0.0650639,0,0
1739900444765054,0,0,1,0,0,0,0,0,0,-0.0111196,0.0457824,-0.0650883,0,0
1739900444770244,0,0,1,0,0,0,0,0,0,-0.0111441,0.0458393,-0.0649751,0,0
1739900444775362,0,0,1,0,0,0,0,0,0,-0.0111639,0.0458936,-0.0648575,0,0
1739900444780632,0,0,1,0,0,0,0,0,0,-0.0111563,0.0458877,-0.0647813,0,0
