1739981636157812,0,-0.287291,0.999887,0.000407687,-0.000395491,0.0150553,0,0,0,0,0,-0.00861797,0.0535004,0.00380797,-0.000803168,-0.000803372
1739981636162443,0,-0.287505,0.999886,0.000705408,-0.000309551,0.0150554,0,0,0,0,0,-0.00897392,0.0534155,0.00478288,-0.000640271,-0.00140134
1739981636167608,0,-0.28772,0.999886,0.000705408,-0.000309551,0.0150554,0,0,0,0,0,-0.00893623,0.0533167,0.00394581,-0.000640271,-0.00140134
1739981636172944,0,-0.287934,0.999886,-0.000694406,0.000135215,0.0150552,0,0,0,0,0,-0.00725355,0.0518102,-0.000673791,0.000291307,0.00138458
1739981636177556,0,-0.288149,0.999886,-0.000694406,0.000135215,0.0150552,0,0,0,0,0,-0.00719312,0.0519917,-0.000568915,0.000291307,0.00138458
1739981636182364,0,-0.288364,0.999887,0.000219697,-0.000489943,0.0150552,0,0,0,0,0,-0.00833817,0.0539569,0.0040566,-0.000986389,-0.000424591
1739981636187957,0,-0.288579,0.999887,0.000219697,-0.000489943,0.0150552,0,0,0,0,0,-0.00835554,0.0541791,0.00495641,-0.000986389,-0.000424591
1739981636192657,0,-0.288793,0.999887,-0.000378043,0.000189659,0.0150552,0,0,0,0,0,-0.00770566,0.0520959,0.00055617,0.000390658,0.000750289
1739981636197718,0,-0.289008,0.999887,-0.000378043,0.000189659,0.0150552,0,0,0,0,0,-0.00768923,0.0520326,0.00133461,0.000390658,0.000750289
1739981636202820,0,-0.289223,0.999887,0.000219212,-0.00022737,0.0150552,0,0,0,0,0,-0.00835518,0.053331,0.00137843,-0.000461289,-0.000431528
1739981636207518,0,-0.289439,0.999887,0.000219212,-0.00022737,0.0150552,0,0,0,0,0,-0.00836669,0.0531898,0.000658771,-0.000461289,-0.000431528
1739981636212671,0,-0.289654,0.999887,-0.000329821,0.00018896,0.0150552,0,0,0,0,0,-0.00769293,0.0517581,-0.000417519,0.000387807,0.000653878
1739981636217677,0,-0.289869,0.999887,-0.000329821,0.00018896,0.0150552,0,0,0,0,0,-0.00774524,0.0518382,-0.0017006,0.000387807,0.000653878
1739981636222389,0,-0.290084,0.999886,-0.000726499,-0.000650449,0.0150547,0,0,0,0,0,-0.0072264,0.0541008,-0.00734292,-0.00127888,0.00147242
