1739981636157836,0,0.446202,0.637879,0.420494,0.629639,0,0,0,0,0,0,0,0
1739981636162465,0,0.447842,0.637462,0.419396,0.630284,0,0,0,0,0,0,0,0
1739981636167619,0,0.447278,0.638241,0.42066,0.629695,0,0,0,0,0,0,0,0
1739981636172959,0,0.44265,0.639637,0.429108,0.626036,0,0,0,0,0,0,0,0
1739981636177569,0,0.442729,0.639833,0.429096,0.626523,0,0,0,0,0,0,0,0
1739981636182378,0,0.446791,0.638729,0.421182,0.631411,0,0,0,0,0,0,0,0
1739981636187968,0,0.447706,0.638351,0.420199,0.632545,0,0,0,0,0,0,0,0
1739981636192670,0,0.444934,0.639948,0.427949,0.627702,0,0,0,0,0,0,0,0
1739981636197728,0,0.445983,0.639403,0.427443,0.628521,0,0,0,0,0,0,0,0
1739981636202835,0,0.445607,0.641212,0.425562,0.629291,0,0,0,0,0,0,0,0
1739981636207529,0,0.445252,0.641892,0.426679,0.628723,0,0,0,0,0,0,0,0
1739981636212686,0,0.445148,0.641204,0.430229,0.627323,0,0,0,0,0,0,0,0
1739981636217688,0,0.44404,0.642582,0.431649,0.626421,0,0,0,0,0,0,0,0
1739981636222404,0,0.435662,0.648961,0.435901,0.624122,0,0,0,0,0,0,0,0
1739981636227548,0,0.435923,0.649082,0.436083,0.624371,0,0,0,0,0,0,0,0
1739981636232933,0,0.443809,0.644175,0.432835,0.62623,0,0,0,0,0,0,0,0
1739981636237631,0,0.445365,0.64319,0.431667,0.627634,0,0,0,0,0,0,0,0
1739981636242380,0,0.448392,0.640994,0.428864,0.630351,0,0,0,0,0,0,0,0
1739981636248694,0,0.449635,0.640107,0.428321,0.631377,0,0,0,0,0,0,0,0
1739981636252597,0,0.449145,0.641124,0.428153,0.631644,0,0,0,0,0,0,0,0
1739981636258014,0,0.448093,0.642344,0.429768,0.630716,0,0,0,0,0,0,0,0
1739981636262393,0,0.446455,0.64475,0.432618,0.628036,0,0,0,0,0,0,0,0
1739981636267707,0,0.444748,0.646638,0.434439,0.626777,0,0,0,0,0,0,0,0
1739981636272870,0,0.445086,0.646051,0.435327,0.627097,0,0,0,0,0,0,0,0
1739981636277485,0,0.44568,0.645914,0.434604,0.628085,0,0,0,0,0,0,0,0
1739981636282394,0,0.447547,0.644626,0.433359,0.629597,0,0,0,0,0,0,0,0
1739981636288205,0,0.446343,0.647369,0.428359,0.632694,0,0,0,0,0,0,0,0
1739981636292983,0,0.448262,0.646107,0.426955,0.634241,0,0,0,0,0,0,0,0
1739981636297829,0,0.456783,0.638884,0.422038,0.638953,0,0,0,0,0,0,0,0
1739981636302286,0,0.456052,0.639839,0.423724,0.638006,0,0,0,0,0,0,0,0
1739981636307649,0,0.448858,0.646176,0.433078,0.630847,0,0,0,0,0,0,0,0
1739981636312819,0,0.446828,0.648263,0.435812,0.628903,0,0,0,0,0,0,0,0
1739981636317990,0,0.446481,0.648853,0.437251,0.628131,0,0,0,0,0,0,0,0
1739981636322297,0,0.446738,0.649072,0.436772,0.628837,0,0,0,0,0,0,0,0
